Country Code,Year,Battle_Related_Deaths,Corruption_Control,Drinking Water Service,Fertility_Rate,Infant_Mortality_Rate,Life Expectancy Female,Life Expectancy Male,Life Expectancy Total,Measles_Immunization,Official Aid Recieved,Political_Stability_Score,Rural_Population,Sanitation Service,Undernourishment
ABW,2000,,,,,,75.651,70.149,72.939,,,,,,
ABW,2001,,,,,,75.758,70.251,73.044,,,,,,
ABW,2002,,,,1.8,,75.825,70.364,73.135,,,,54.028,,
ABW,2003,,,,1.808,,75.898,70.488,73.236,,,,54.394,,
ABW,2004,,1.165965319,,1.819,,75.872,70.487,73.223,,,0.993218184,54.76,,
ABW,2005,,1.269663095,,1.844,,75.992,70.741,73.415,,,1.376415968,55.125,,
ABW,2006,,1.25131321,,1.862,,76.109,70.791,73.498,,,1.303460598,55.489,,
ABW,2007,,1.26187098,,1.881,,76.252,70.93,73.642,,,1.286568522,55.853,,
ABW,2008,,1.27677536,,1.889,,76.404,71.058,73.783,,,1.316395998,56.217,,
ABW,2009,,1.109147549,,1.875,,76.64,71.201,73.974,,,1.121554255,56.579,,
ABW,2010,,1.121295571,,1.855,,77.57,70.997,74.297,,,1.100847363,56.941,,
ABW,2011,,1.10294652,,1.858,,77.709,71.378,74.578,,,1.285737753,57.06,,
ABW,2012,,1.095235944,,1.907,,77.899,71.685,74.841,,,1.263881564,57.043,,
ABW,2013,,1.119600654,,1.944,,77.961,72.043,75.072,,,1.312226295,57.01,,
ABW,2014,,1.014001012,,1.944,,78.124,72.245,75.261,,,1.164567828,56.959,,
ABW,2015,,1.248301148,,1.899,,78.139,72.496,75.405,,,1.21023953,56.892,,
ABW,2016,,1.232693315,,1.848,,78.203,72.691,75.54,,,1.260758519,56.808,,
ABW,2017,,1.23961401,,1.785,,78.25,72.802,75.62,,,1.313845992,56.707,,
ABW,2018,,1.207401395,,1.732,,78.708,72.88,75.88,,,1.337509871,56.589,,
ABW,2019,,1.174430847,,1.701,,78.814,73.047,76.019,,,1.335807323,56.454,,
ABW,2020,,1.198827386,,1.662,,78.333,72.344,75.406,,,1.37159121,56.303,,
ABW,2021,,0.800938904,,1.631,,76.417,70.794,73.655,,,1.431726694,56.134,,
ABW,2022,,0.756486595,,1.615,,78.691,73.537,76.226,,,1.483079791,55.948,,
AFE,2000,,,,,,54.11123095,50.99441903,52.55734186,,7995110002.0,,,18.84638284,
AFE,2001,,,,,,54.38783642,51.35162672,52.87553605,,8510100046.0,,,19.04876427,
AFE,2002,,,,,,54.74157154,51.65702055,53.20674433,,11407200153.0,,,19.26425081,
AFE,2003,,,,,,55.18495105,52.15615445,53.67830477,,16522039884.0,,,19.48820708,
AFE,2004,,,,,,55.74201912,52.6281871,54.19292787,,16249479991.0,,,19.70811141,
AFE,2005,,,,,,56.35770501,53.23594008,54.80768071,,16411430004.0,,,20.00349701,
AFE,2006,,,,,,57.25363666,54.10512091,55.69351526,,18452829946.0,,,20.29954904,
AFE,2007,,,,,,58.12812841,54.81462799,56.48435318,,20486030153.0,,,20.56750284,
AFE,2008,,,,,,59.0068225,55.44901825,57.24010632,,23679979837.0,,,20.87770315,
AFE,2009,,,,,,59.91784419,56.24764333,58.09552714,,25143129997.0,,,21.16427909,
AFE,2010,,,,,,60.71896131,56.90910867,58.82727921,,24977449818.0,,,21.44569153,
AFE,2011,,,,,,61.16304697,57.20972242,59.20000403,,28533789930.0,,,21.7664982,
AFE,2012,,,,,,62.31022149,58.16477868,60.24951236,,26226879871.0,,,22.08019761,
AFE,2013,,,,,,63.06664001,58.70902472,60.89573975,,29207570093.0,,,22.39825564,
AFE,2014,,,,,,63.54347677,58.95400146,61.25143602,,25900260071.0,,,22.71007476,
AFE,2015,,,,,,64.06347842,59.3596262,61.71303052,,25497109968.0,,,23.03328862,
AFE,2016,,,,,,64.61003943,59.73222026,62.16798132,,25069150086.0,,,23.2863321,
AFE,2017,,,,,,65.08255331,60.106818,62.5912751,,27881609782.0,,,23.51413934,
AFE,2018,,,,,,65.87276156,60.79639438,63.33069136,,27525489811.0,,,23.775639,
AFE,2019,,,,,,66.43443582,61.2892641,63.85726128,,30202910114.0,,,24.01973315,
AFE,2020,,,,,,66.53667158,61.04809282,63.766484,,,,,24.28843303,
AFE,2021,,,,,,65.6529681,60.35187382,62.97999919,,,,,24.51150533,
AFE,2022,,,,,,67.23112982,61.76570677,64.48701955,,,,,24.67990381,
AFG,2000,,,11.09332631,,,56.555,53.463,55.005,,136009994.5,,,,
AFG,2001,,,11.10522115,,,57.089,53.941,55.511,,410359985.4,,,,
AFG,2002,890.0,-1.251137018,12.00773317,7.32,103.8,57.442,54.986,56.225,35.0,1223290039.0,-2.035033703,77.739,,43.7
AFG,2003,687.0,-1.344179749,12.90992153,7.174,100.6,58.472,55.849,57.171,39.0,1538229980.0,-2.198372364,77.647,,38.6
AFG,2004,715.0,-1.35064733,13.81868375,7.018,97.2,59.073,56.519,57.81,48.0,2268528320.0,-2.295682192,77.5,,35.9
AFG,2005,1595.0,-1.447252393,14.73385294,6.858,93.7,59.588,56.88,58.247,50.0,2815098389.0,-2.06750989,77.297,,34.2
AFG,2006,4750.0,-1.446292281,15.64842658,6.686,90.1,60.123,56.974,58.553,53.0,2895828369.0,-2.219134569,77.093,,31.6
AFG,2007,6911.0,-1.61325109,16.56252312,6.508,86.7,60.804,57.122,58.956,55.0,4982612305.0,-2.41337347,76.887,,28.3
AFG,2008,5552.0,-1.672095537,17.47601039,6.392,83.3,61.428,57.984,59.708,59.0,4811211426.0,-2.69136095,76.68,,25.1
AFG,2009,6341.0,-1.552298784,18.38888434,6.295,80.0,61.791,58.681,60.248,60.0,6113124023.0,-2.71142149,76.472,,21.6
AFG,2010,6864.0,-1.645391107,19.30113922,6.195,76.9,62.283,59.097,60.702,62.0,6072399902.0,-2.579151869,76.263,,19.4
AFG,2011,7403.0,-1.600470781,20.21288423,6.094,74.0,62.852,59.625,61.25,64.0,6745740234.0,-2.502059698,76.052,,18.3
AFG,2012,7721.0,-1.430372834,21.12399634,5.985,71.3,63.344,60.099,61.735,59.0,6666770508.0,-2.418561459,75.84,,19.5
AFG,2013,8056.0,-1.445960641,22.03446972,5.879,68.7,63.814,60.534,62.188,57.0,5152541016.0,-2.519349098,75.627,,19.4
AFG,2014,12284.0,-1.364934087,22.94430071,5.77,66.4,64.009,60.495,62.26,60.0,4942970215.0,-2.411068439,75.413,,19.3
AFG,2015,17278.0,-1.354713082,23.85358955,5.652,64.2,64.178,60.363,62.27,62.0,4274226074.0,-2.56262517,75.197,,20.0
AFG,2016,17985.0,-1.540227771,24.76222018,5.542,62.3,64.64,60.661,62.646,64.0,4069414307.0,-2.662156105,74.98,,20.5
AFG,2017,19014.0,-1.530074596,25.67141724,5.433,60.4,65.606,59.388,62.406,64.0,3811737061.0,-2.794975519,74.75,,21.4
AFG,2018,25676.0,-1.502875924,26.58131454,5.327,58.6,65.942,59.175,62.443,66.0,3792489258.0,-2.753441334,74.505,,22.6
AFG,2019,29940.0,-1.419310093,27.49173411,5.238,56.9,66.144,59.91,62.941,57.0,4137609863.0,-2.65253973,74.246,,25.1
AFG,2020,20475.0,-1.493360877,28.40250515,5.145,55.3,64.656,58.455,61.454,57.0,4210314453.0,-2.702721119,73.974,,27.7
AFG,2021,35787.0,-1.152265787,29.313843,5.039,53.6,64.079,57.052,60.417,51.0,4691710449.0,-2.518676043,73.686,,29.4
AFG,2022,917.0,-1.183684349,30.03409813,4.932,52.0,67.236,63.941,65.617,56.0,3914967041.0,-2.544955969,73.384,,30.4
AFW,2000,,,13.49954598,,,51.31091336,49.28309745,50.29798308,,4049070066.0,,,14.22493304,
AFW,2001,,,13.81689399,,,51.58519924,49.76666254,50.67779041,,4705749980.0,,,14.28353785,
AFW,2002,,,14.47639398,,,51.9370363,50.27416766,51.10802357,,6247569956.0,,,14.6235733,
AFW,2003,,,15.14220092,,,52.37886447,50.77277482,51.57812224,,6514859987.0,,,14.97453726,
AFW,2004,,,15.87270586,,,52.87333932,51.33290092,52.10608309,,8213159975.0,,,15.27479485,
AFW,2005,,,16.62616728,,,53.41158531,51.6946923,52.5557531,,14364720142.0,,,15.64377174,
AFW,2006,,,17.40322898,,,53.85270733,52.09815622,52.97870971,,20366009918.0,,,16.02177925,
AFW,2007,,,18.20132012,,,54.37256737,52.58825011,53.48243141,,12652500107.0,,,16.4079464,
AFW,2008,,,19.0174277,,,54.79136893,53.03884787,53.91626163,,12531550003.0,,,16.8012785,
AFW,2009,,,19.86081024,,,54.82289061,52.92173521,53.85224546,,14215949984.0,,,17.20248616,
AFW,2010,,,20.7276544,,,55.53905768,53.67116984,54.60335321,,15345270012.0,,,17.58177732,
AFW,2011,,,21.71512024,,,55.87919889,54.0527268,54.96397349,,14186749874.0,,,17.96837413,
AFW,2012,,,22.92350137,,,56.20706165,54.3836207,55.29270582,,15529890201.0,,,18.36172912,
AFW,2013,,,23.73394543,,,56.51325695,54.60706188,55.55490741,,14105610011.0,,,18.7599697,
AFW,2014,,,24.464648,,,56.70137337,54.71145593,55.69544634,,14729140148.0,,,19.16070272,
AFW,2015,,,25.2031307,,,56.99519464,55.09408776,56.03833565,,14652700121.0,,,19.56372446,
AFW,2016,,,25.93966456,,,57.33283053,55.46706517,56.39245185,,13834239950.0,,,19.97158043,
AFW,2017,,,26.67070916,,,57.61622786,55.66070657,56.62643881,,15917469879.0,,,20.38483494,
AFW,2018,,,27.39279824,,,58.02967938,56.06607722,57.03697644,,16573919943.0,,,20.80155418,
AFW,2019,,,28.11386443,,,58.20481733,56.14503725,57.14984676,,18431019997.0,,,21.22291424,
AFW,2020,,,28.81000127,,,58.55368624,56.21916809,57.3644254,,,,,21.64899628,
AFW,2021,,,29.32165491,,,58.47363359,56.29679598,57.36257169,,,,,22.11497089,
AFW,2022,,,29.51720672,,,59.14347421,56.90613469,57.98781339,,,,,22.58420876,
AGO,2000,,,,,,49.132,43.963,46.501,,302209991.5,,,,
AGO,2001,,,,,,50.047,44.162,47.032,,282730011.0,,,,
AGO,2002,521.0,-1.155492663,,6.567,108.1,50.367,45.446,47.874,74.0,414029998.8,-1.576179862,47.539,,63.1
AGO,2003,25.0,-1.335463285,,6.533,104.0,52.181,48.258,50.218,62.0,493502990.7,-1.00738585,46.355,,58.7
AGO,2004,25.0,-1.377568841,,6.499,99.3,53.074,49.17,51.123,64.0,1144572998.0,-1.063120604,45.173,,55.1
AGO,2005,,-1.323181987,,6.461,94.4,54.051,50.203,52.13,45.0,414683013.9,-0.885178328,44.0,,52.2
AGO,2006,,-1.241037726,,6.419,89.1,54.811,51.107,52.965,48.0,163520004.3,-0.539453447,43.236,,49.4
AGO,2007,25.0,-1.307493567,,6.372,83.8,56.041,52.345,54.2,58.0,259984008.8,-0.666658759,42.476,,46.4
AGO,2008,,-1.308764577,,6.32,78.7,57.162,53.386,55.281,58.0,369040344.2,-0.361787379,41.718,,43.3
AGO,2009,25.0,-1.397766113,,6.26,73.7,58.129,54.308,56.225,58.0,238936843.9,-0.347591847,40.966,,32.6
AGO,2010,,-1.332474947,,6.194,68.9,59.221,55.253,57.242,59.0,231039993.3,-0.226182342,40.217,,22.8
AGO,2011,,-1.367469072,,6.12,64.4,60.21,55.976,58.093,59.0,192938064.6,-0.36923781,39.472,,14.7
AGO,2012,,-1.302401423,,6.039,60.4,61.157,56.677,58.916,59.0,243610137.9,-0.389322549,38.732,,13.8
AGO,2013,,-1.336971641,,5.953,56.7,62.009,57.404,59.705,59.0,285537323.0,-0.391233474,37.998,,13.2
AGO,2014,,-1.458225965,,5.864,53.6,62.728,58.068,60.396,56.0,235392440.8,-0.333232045,37.269,,13.0
AGO,2015,,-1.427726507,,5.774,51.1,63.412,58.68,61.042,52.0,380061279.3,-0.505385816,36.554,,14.0
AGO,2016,25.0,-1.483990431,,5.686,48.9,64.009,59.237,61.619,49.0,206513397.2,-0.321580082,35.851,,14.9
AGO,2017,25.0,-1.445171714,,5.6,47.0,64.527,59.727,62.122,47.0,223139114.4,-0.387895495,35.161,,15.2
AGO,2018,,-1.199483871,,5.519,45.3,65.057,60.199,62.622,56.0,162641571.0,-0.347208589,34.486,,15.7
AGO,2019,25.0,-1.05461812,,5.442,43.8,65.506,60.609,63.051,59.0,22704574.58,-0.368411601,33.823,,18.0
AGO,2020,21.0,-0.935061216,,5.371,42.3,65.774,60.509,63.116,54.0,112879318.2,-0.599917889,33.175,,20.5
AGO,2021,,-0.649475813,,5.304,40.9,65.441,60.498,62.958,48.0,249027175.9,-0.71048075,32.54,,22.1
AGO,2022,20.0,-0.612375736,,5.209,39.6,66.753,61.748,64.246,50.0,95931869.51,-0.630108535,31.919,,23.2
ALB,2000,,,49.13832056,,,77.926,71.804,74.826,,317854675.3,,,26.56685911,
ALB,2001,,,49.08119775,,,78.031,72.204,75.083,,268534668.0,,,27.18406666,
ALB,2002,,-0.845340908,48.98476557,2.002,16.1,78.142,72.529,75.299,96.0,307358001.7,-0.297719181,56.499,27.76949586,6.0
ALB,2003,,-0.853786588,48.88544575,2.006,15.3,78.329,72.864,75.557,93.0,349313324.0,-0.30978024,55.427,28.33333373,7.4
ALB,2004,,-0.723731816,50.71767779,1.889,14.4,78.753,73.242,75.951,96.0,300938995.4,-0.427259684,54.349,28.87539967,8.6
ALB,2005,,-0.813263893,52.57833242,1.787,13.5,79.303,73.663,76.427,97.0,315083679.2,-0.505047977,53.269,29.69357088,8.9
ALB,2006,,-0.790545285,54.4670825,1.686,12.7,79.943,74.183,76.994,95.0,324043670.7,-0.508157313,52.185,30.5252627,8.9
ALB,2007,,-0.706940055,56.38384332,1.633,11.9,80.584,74.922,77.691,97.0,308628753.7,-0.203974649,51.098,31.33349315,8.4
ALB,2008,,-0.60521239,58.32847892,1.616,11.1,81.076,75.531,78.248,98.0,364839721.7,-0.030500913,50.009,32.11821439,7.4
ALB,2009,,-0.54527092,60.3009052,1.638,10.4,81.282,75.842,78.509,97.0,357149261.5,-0.045140512,48.924,32.88005795,6.2
ALB,2010,,-0.531616509,62.30063019,1.653,9.7,81.108,75.825,78.414,99.0,320130004.9,-0.191482902,47.837,33.61827883,5.4
ALB,2011,,-0.701794147,64.32740261,1.677,9.0,80.916,75.792,78.303,99.0,379480926.5,-0.282379419,46.753,34.3334885,4.8
ALB,2012,,-0.778729439,66.38085203,1.719,8.5,80.589,75.66,78.084,98.0,349160186.8,-0.143631592,45.67,35.02541081,4.5
ALB,2013,,-0.751372695,68.45983281,1.741,8.0,80.387,75.666,77.995,99.0,269979553.2,0.091929786,44.613,37.18725842,4.4
ALB,2014,,-0.586571813,70.56326102,1.721,7.8,80.267,75.83,78.029,98.0,281172241.2,0.485986233,43.577,39.37208037,4.5
ALB,2015,,-0.545140803,70.59196989,1.631,7.6,80.451,76.281,78.358,97.0,335157653.8,0.341639042,42.566,41.58020892,4.4
ALB,2016,,-0.472373724,70.61650786,1.555,7.6,80.625,76.662,78.643,96.0,171037841.8,0.337447882,41.579,43.81117086,4.3
ALB,2017,,-0.48138684,70.63694159,1.486,7.7,80.795,76.997,78.9,96.0,168354782.1,0.373770744,40.617,46.06486439,4.3
ALB,2018,,-0.546018898,70.65335162,1.415,7.8,81.001,77.448,79.238,94.0,344517028.8,0.366779268,39.681,48.34122723,4.2
ALB,2019,,-0.564274073,70.66585501,1.395,8.0,81.06,77.834,79.467,95.0,28130378.72,0.110105053,38.771,50.48371744,4.3
ALB,2020,,-0.57353878,70.67453741,1.371,8.1,80.345,75.429,77.824,91.0,310592498.8,0.088612519,37.888,52.5809494,4.4
ALB,2021,,-0.577179968,70.70579506,1.365,8.2,79.002,74.742,76.844,87.0,634427917.5,0.196371928,37.031,54.45247979,4.3
ALB,2022,,-0.408189446,70.73606795,1.355,8.3,80.781,76.751,78.769,86.0,316767364.5,0.106261313,36.201,56.34649342,4.5
AND,2000,,,90.63999951,,,85.098,79.353,81.863,,,,,29.31022224,
AND,2001,,,90.6400015,,,85.167,79.778,82.162,,,,,33.9039315,
AND,2002,,1.310743809,90.64000119,1.265,6.1,85.13,80.266,82.448,98.0,,1.282766938,8.359,38.49763999,
AND,2003,,1.33278954,90.64000008,1.18,5.8,85.116,80.734,82.718,96.0,,1.465131164,8.793,43.09134807,
AND,2004,,1.119150281,90.64000123,1.229,5.6,84.979,80.99,82.815,98.0,,1.402106047,9.249,47.68505722,
AND,2005,,1.269663095,90.63999808,1.224,5.4,85.272,81.24,83.086,94.0,,1.384927273,9.715,52.27876401,
AND,2006,,1.25131321,90.64000399,1.234,5.1,85.593,81.501,83.374,91.0,,1.349654078,10.193,56.87247617,
AND,2007,,1.26187098,90.64000357,1.189,4.9,85.976,81.676,83.632,94.0,,1.342015743,10.692,61.46618463,
AND,2008,,1.27677536,90.64000377,1.25,4.7,86.292,81.846,83.855,98.0,,1.338472128,10.996,66.0598935,
AND,2009,,1.317764997,90.6400038,1.208,4.4,86.611,82.037,84.1,98.0,,1.297139525,11.088,70.65360226,
AND,2010,,1.301772714,90.63999825,1.275,4.2,86.684,82.138,84.197,99.0,,1.278272152,11.181,75.24730639,
AND,2011,,1.272298098,90.64000111,1.321,4.1,86.692,82.188,84.296,99.0,,1.302488327,11.274,79.84101737,
AND,2012,,1.260530829,90.63999819,1.26,3.9,86.669,82.271,84.334,98.0,,1.290351152,11.369,84.43472324,
AND,2013,,1.253580928,90.64000195,1.142,3.7,86.652,82.361,84.406,95.0,,1.28392601,11.463,89.02843539,
AND,2014,,1.220693946,90.64000037,1.168,3.5,86.626,82.493,84.485,96.0,,1.286593318,11.559,93.6221424,
AND,2015,,1.151729107,90.64000157,1.223,3.4,86.584,82.581,84.532,96.0,,1.365985394,11.655,98.21585227,
AND,2016,,1.15941143,90.63999638,1.184,3.2,86.468,82.569,84.489,97.0,,1.382750273,11.752,99.999996,
AND,2017,,1.171781301,90.64000338,1.129,3.1,86.322,82.462,84.359,99.0,,1.392889738,11.85,100.0,
AND,2018,,1.178940058,90.63999598,1.053,2.9,86.196,82.359,84.242,99.0,,1.391248584,11.938,99.99999557,
AND,2019,,1.176189423,90.63999709,1.045,2.8,86.101,82.183,84.098,99.0,,1.57736671,12.016,99.99999679,
AND,2020,,1.265453935,90.63999867,1.028,2.7,83.84,75.823,79.418,98.0,,1.58867538,12.084,99.99999853,
AND,2021,,1.279687047,90.64000155,1.058,2.7,84.678,80.216,82.331,99.0,,1.58125937,12.142,100.0,
AND,2022,,1.270272374,90.64000149,1.071,2.6,86.075,82.083,84.016,98.0,,1.585988402,12.189,100.0,
ARB,2000,,,,,,68.79020151,65.10352286,66.89069989,,5082809940.0,,,49.18253101,
ARB,2001,,,,,,69.16099347,65.43999586,67.24061704,,5475920011.0,,,49.48146874,
ARB,2002,,,,,,69.52476613,65.76479703,67.58063028,,5307289941.0,,,49.82689469,
ARB,2003,,,,,,69.73458742,65.72763908,67.65033495,,9084489861.0,,,50.15425993,
ARB,2004,,,,,,69.91749083,65.73855099,67.7331029,,11674739841.0,,,50.69191669,
ARB,2005,,,,,,70.21297936,66.05879417,68.04050241,,29295579914.0,,,51.17294462,
ARB,2006,,,,,,70.6918711,66.49782728,68.49126524,,17562190310.0,,,51.77421256,
ARB,2007,,,,,,71.02528502,66.93873538,68.87922644,,19061669792.0,,,52.42432314,
ARB,2008,,,,,,71.26934731,67.42890518,69.25813276,,22708910317.0,,,53.03662477,
ARB,2009,,,,,,71.5973539,67.98155608,69.70690354,,14318619857.0,,,53.57347003,
ARB,2010,,,,,,71.68589887,68.08671636,69.8073221,,12318010101.0,,,53.96216872,
ARB,2011,,,,,,71.26227584,67.63331187,69.36333769,,13655589836.0,,,54.52689803,
ARB,2012,,,,,,71.91861245,67.97742022,69.8423166,,15120080116.0,,,55.03791578,
ARB,2013,,,,,,72.29707483,68.3082827,70.19210585,,22498559654.0,,,55.58074881,
ARB,2014,,,,,,72.60396814,68.68059409,70.53506663,,22269969971.0,,,56.12334884,
ARB,2015,,,,,,72.81917461,68.74614118,70.65801237,,20726810295.0,,,56.80924829,
ARB,2016,,,,,,73.12469603,68.92381762,70.89648812,,27757370087.0,,,57.526815,
ARB,2017,,,,,,73.231035,69.21587308,71.11285601,,30002789398.0,,,58.14612721,
ARB,2018,,,,,,73.5098369,69.55421502,71.43129979,,33943020241.0,,,58.7036199,
ARB,2019,,,,,,73.85792524,69.99498451,71.83989327,,30092379944.0,,,59.28226775,
ARB,2020,,,,,,72.9544177,68.74608262,70.72655881,,32811099686.0,,,59.89483962,
ARB,2021,,,,,,72.36721178,68.62546504,70.40411449,,40139670441.0,,,59.90294787,
ARB,2022,,,,,,73.87831179,70.03009887,71.8760956,,,,,60.08003443,
ARE,2000,,,,,,78.229,75.437,76.347,,,,,98.4404331,
ARE,2001,,,,,,79.343,76.768,77.621,,,,,98.44016625,
ARE,2002,,1.111619234,,2.541,8.2,80.315,77.915,78.721,94.0,,0.937275112,18.933,98.43990153,4.1
ARE,2003,,0.826036751,,2.491,8.0,81.11,78.825,79.6,94.0,,0.994650185,18.528,98.43964435,5.3
ARE,2004,,1.039477348,,2.385,7.9,81.737,79.518,80.272,94.0,,0.768757999,18.129,98.43939009,6.8
ARE,2005,,0.990808547,,2.232,7.7,82.222,80.035,80.779,92.0,,0.875413299,17.738,98.43913927,7.8
ARE,2006,,0.885872543,,1.958,7.6,82.585,80.42,81.155,92.0,,0.923421085,17.352,98.438893,8.1
ARE,2007,,1.00609827,,1.792,7.5,82.837,80.708,81.438,92.0,,0.975391388,16.977,98.43864697,8.1
ARE,2008,,1.071450472,,1.516,7.3,82.986,80.918,81.591,92.0,,0.696017921,16.613,98.43841825,7.5
ARE,2009,,0.906304717,,1.582,7.2,83.044,81.063,81.679,93.0,,0.919041455,16.258,98.43818897,7.8
ARE,2010,,0.890833914,,1.565,7.0,83.044,81.157,81.886,94.0,,0.801757872,15.913,98.43796741,7.1
ARE,2011,,1.070487618,,1.539,6.8,83.021,81.215,81.898,95.0,,0.912175715,15.577,98.44030302,6.5
ARE,2012,,1.155736208,,1.532,6.7,83.01,81.249,81.913,96.0,,0.863251448,15.251,98.44264098,5.1
ARE,2013,,1.273542762,,1.527,6.5,83.046,81.272,81.95,98.0,,0.894792199,14.934,98.44498691,4.6
ARE,2014,,1.198809981,,1.483,6.3,83.157,81.298,81.99,99.0,,0.768908918,14.625,98.44733941,4.5
ARE,2015,,1.03457427,,1.417,6.1,83.328,81.333,82.076,99.0,,0.748049259,14.326,98.44969883,4.6
ARE,2016,,1.131677032,,1.366,5.8,83.529,81.378,82.195,99.0,,0.549646139,14.035,98.4520681,4.4
ARE,2017,,1.095753789,,1.35,5.6,83.732,81.434,82.388,99.0,,0.601949751,13.752,98.45443442,4.2
ARE,2018,,1.117051482,,1.288,5.3,83.912,81.504,82.449,99.0,,0.689255595,13.478,98.4568159,3.6
ARE,2019,,1.072382092,,1.247,5.0,84.047,81.588,82.596,99.0,,0.667538404,13.211,98.45919696,3.3
ARE,2020,,1.083613992,,1.289,4.7,83.9,80.797,81.936,99.0,,0.592605352,12.952,98.46158408,3.1
ARE,2021,,1.150394559,,1.162,4.4,80.926,77.872,79.083,99.0,,0.597572148,12.701,98.46326774,3.4
ARE,2022,3.0,1.155614495,,1.148,4.2,82.115,79.381,80.487,98.0,,0.744183302,12.457,98.46311665,2.7
ARG,2000,,,,,,77.288,70.498,73.91,,74555419.92,,,44.71335129,
ARG,2001,,,,,,77.642,70.637,74.154,,157635421.8,,,44.80420677,
ARG,2002,,-0.417055726,,2.493,15.8,77.911,70.704,74.312,95.0,98989997.86,-0.776545405,10.49,44.89530865,3.7
ARG,2003,,-0.479976803,,2.451,15.4,77.808,70.796,74.307,97.0,117716598.5,-0.359838128,10.314,44.98666865,4.3
ARG,2004,,-0.414409548,,2.43,14.9,78.177,71.5,74.871,99.0,97338264.47,-0.610934913,10.14,45.07830639,3.9
ARG,2005,,-0.377738357,,2.426,14.4,78.632,71.767,75.231,98.0,93865997.31,-0.041774943,9.969,45.170209,3.6
ARG,2006,,-0.331238538,,2.4,14.0,78.437,72.021,75.279,97.0,114209396.4,0.001967763,9.8,45.26239014,3.3
ARG,2007,,-0.372122079,,2.37,13.6,77.925,71.574,74.783,94.0,90230529.79,0.097796634,9.634,45.35482673,3.2
ARG,2008,,-0.434875011,,2.432,13.2,78.577,72.192,75.428,96.0,125017791.7,-0.087755688,9.47,45.44753683,3.2
ARG,2009,,-0.445475101,,2.4,12.8,78.593,72.449,75.577,96.0,116031860.4,-0.234854579,9.309,45.54049487,3.4
ARG,2010,,-0.355230033,,2.411,12.4,78.732,72.542,75.68,95.0,123300003.1,-0.084797867,9.151,45.63370306,3.6
ARG,2011,,-0.364098519,,2.393,11.9,79.402,72.739,76.1,95.0,97054046.63,0.158993661,9.01,45.72690164,3.6
ARG,2012,,-0.445909202,,2.304,11.4,78.672,72.851,75.802,94.0,177763702.4,0.103040546,8.879,45.82018454,3.4
ARG,2013,,-0.434306711,,2.335,10.9,78.623,72.963,75.829,94.0,34726791.38,0.065314263,8.751,45.91216051,3.1
ARG,2014,,-0.549791396,,2.386,10.4,79.15,73.303,76.268,95.0,48793842.32,-0.005121871,8.623,46.00447294,2.8
ARG,2015,,-0.581265271,,2.35,10.0,79.795,73.367,76.6,89.0,-18869466.78,0.008764135,8.497,46.09707832,2.8
ARG,2016,,-0.299235553,,2.241,9.7,79.131,73.044,76.105,90.0,2619663.0,0.197749898,8.373,46.18996972,3.0
ARG,2017,,-0.309002459,,2.168,9.4,79.204,73.791,76.543,90.0,-1165737.033,0.162542164,8.251,,3.4
ARG,2018,,-0.099273928,,2.067,9.2,79.505,73.951,76.77,94.0,73223083.5,0.006909812,8.13,,3.5
ARG,2019,,-0.107116245,,1.882,8.9,79.439,74.163,76.847,86.0,9495451.927,-0.097823091,8.009,,3.5
ARG,2020,,-0.163570061,,1.601,8.7,78.783,72.981,75.878,77.0,103078170.8,-0.071997404,7.889,,3.4
ARG,2021,,-0.422596842,,1.585,8.5,76.86,71.113,73.948,86.0,156561065.7,0.000530059,7.771,,3.3
ARG,2022,,-0.447221607,,1.482,8.3,78.318,73.249,75.806,85.0,385349548.3,-0.09859433,7.653,,3.2
ARM,2000,,,82.35071935,,,75.8,70.1,72.8804878,,215889999.4,,,14.82663171,
ARM,2001,,,82.45861869,,,76.1,70.0,72.97560976,,211471038.8,,,14.6977704,
ARM,2002,,-0.778165162,82.57382492,1.2,25.0,75.9,69.9,72.82682927,91.0,295217407.2,-0.255784124,35.764,14.53791089,24.3
ARM,2003,,-0.6490224,82.69190567,1.3,23.7,75.9,69.9,72.82682927,94.0,250401962.3,0.236966237,35.863,14.36556277,21.0
ARM,2004,,-0.703455329,82.81055945,1.4,22.5,76.1,70.1,73.02682927,92.0,256121917.7,-0.116337486,35.962,14.18850521,16.0
ARM,2005,1.0,-0.683349848,82.92975586,1.3,21.3,76.2,70.1,73.07560976,94.0,172615554.8,-0.066335395,36.062,14.01107303,12.4
ARM,2006,,-0.669232607,83.04956632,1.3,20.1,76.0,69.8,72.82439024,92.0,215385559.1,-0.26102376,36.161,13.81329318,9.5
ARM,2007,,-0.74589169,83.16992433,1.4,19.1,76.1,69.8,72.87317073,92.0,351899902.3,0.150905833,36.261,13.59097228,7.2
ARM,2008,,-0.712412357,83.2908923,1.4,18.1,76.3,70.0,73.07317073,94.0,296027343.8,-0.006853028,36.36,13.36729595,5.9
ARM,2009,,-0.621459663,83.26616462,1.5,17.2,76.3,70.0,73.07317073,96.0,405595672.6,0.227863356,36.46,13.14278912,3.9
ARM,2010,,-0.69503957,83.24158935,1.5,16.4,76.4,70.1,73.17317073,97.0,296980011.0,0.071855329,36.56,12.91719992,2.7
